NAME;Type;Width;Decimals;Label;Values;Missing;Columns;Align;Measure;Role
NES_F04_MED10;Numeric;8;2;In my country, it is easy for new and growing firms to get good, professional legal and accounting services;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F05_MED10;Numeric;8;2;In my country, it is easy for new and growing firms to get good banking services (checking accounts, foreign exchange transactions, letters of credit, and the like);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G01_MED10;Numeric;8;2;In my country, the markets for consumer goods and services change dramatically from year to year;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G02_MED10;Numeric;8;2;In my country, the markets for business-to-business goods and services change dramatically from year to year;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G03_MED10;Numeric;8;2;In my country, new and growing firms can easily enter new markets;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G04_MED10;Numeric;8;2;In my country, the new and growing firms can afford the cost of market entry;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G05_MED10;Numeric;8;2;In my country, new and growing firms can enter markets without being unfairly blocked by established firms;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G06_MED10;Numeric;8;2;In my country, the anti-trust legislation is effective and well enforced;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H01_MED10;Numeric;8;2;In my country, the physical infrastructure (roads, utilities, communications, waste disposal) provides good support for new and growing firms;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H02_MED10;Numeric;8;2;In my country, it is not too expensive for a new or growing firm to get good access to communications (phone, Internet, etc );{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H03_MED10;Numeric;8;2;In my country, a new or growing firm can get good access to communications (telephone, internet, etc ) in about a week;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H04_MED10;Numeric;8;2;In my country, new and growing firms can afford the cost of basic utilities (gas, water, electricity, sewer);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H05_MED10;Numeric;8;2;In my country, new or growing firms can get good access to utilities (gas, water, electricity, sewer) in about a month;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I01_MED10;Numeric;8;2;In my country, the national culture is highly supportive of individual success achieved through own personal efforts;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I02_MED10;Numeric;8;2;In my country, the national culture emphasizes self-sufficiency, autonomy, and personal initiative;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I03_MED10;Numeric;8;2;In my country, the national culture encourages entrepreneurial risk-taking;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I04_MED10;Numeric;8;2;In my country, the national culture encourages creativity and innovativeness;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I05_MED10;Numeric;8;2;In my country, the national culture emphasizes the responsibility that the individual (rather than the collective) has in managing his or her own life;{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
PRIN_COMP10;Numeric;8;2;AVERAGE VALUES OF THE SUMMARIZED BLOCKS OF VARIABLES BY PRINCIPAL COMPONENTS:;None;None;8;Right;Nominal;Input
COUNTRY_4;Numeric;8;2;Phone code;{1,00, USA}...;None;8;Right;Scale;Input
NES_ASUM_MEAN10;Numeric;8;2;Financial environment related with entrepreneurship (summary: block A);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_B1SUM_MEAN10;Numeric;8;2;Government concrete policies, priority and support (summary: B01, B02, B03);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_B2SUM_MEAN10;Numeric;8;2;Government policies bureaucracy, taxes (summary: B04, B05, B06, B07);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_CSUM_MEAN10;Numeric;8;2;Government programs (summary: block C);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_D1SUM_MEAN10;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (summary: D01, D02, D03);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_D2SUM_MEAN10;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (summary: D04, D05, D06);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_ESUM_MEAN10;Numeric;8;2;R&D level of transference (summary: block E);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_FSUM_MEAN10;Numeric;8;2;Professional and commercial infrastructure access (summary: block F);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_G1SUM_MEAN10;Numeric;8;2;Internal market dynamics (summary: G01, G02);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_G2SUM_MEAN10;Numeric;8;2;Internal market burdens (summary: G03, G04, G05, G06);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_HSUM_MEAN10;Numeric;8;2;Physical infrastructures and services access (summary: block H);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_ISUM_MEAN10;Numeric;8;2;Cultural, social norms and society support (summary: block I);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
STD_ERR10;Numeric;8;2;STANDARD ERRORS OF SUMMARY VARIABLES MEANS USEFUL TO CALCULATE CONFIDENCE INTERVALS;None;None;8;Right;Nominal;Input
COUNTRY_5;Numeric;8;2;Phone code;{1,00, USA}...;None;8;Right;Scale;Input
NES_ASUM_STDE10;Numeric;8;2;Financial environment related with entrepreneurship (summary: block A);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_B1SUM_STDE10;Numeric;8;2;Government concrete policies, priority and support (summary: B01, B02, B03);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_B2SUM_STDE10;Numeric;8;2;Government policies bureaucracy, taxes (summary: B04, B05, B06, B07);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_CSUM_STDE10;Numeric;8;2;Government programs (summary: block C);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_D1SUM_STDE10;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (summary: D01, D02, D03);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_D2SUM_STDE10;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (summary: D04, D05, D06);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_ESUM_STDE10;Numeric;8;2;R&D level of transference (summary: block E);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_FSUM_STDE10;Numeric;8;2;Professional and commercial infrastructure access (summary: block F);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_G1SUM_STDE10;Numeric;8;2;Internal market dynamics (summary: G01, G02);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_G2SUM_STDE10;Numeric;8;2;Internal market burdens (summary: G03, G04, G05, G06);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_HSUM_STDE10;Numeric;8;2;Physical infrastructures and services access (summary: block H);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_ISUM_STDE10;Numeric;8;2;Cultural, social norms and society support (summary: block I);{,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
ZSCORES_10;Numeric;8;2;STANDARDIZED SCORES OF THE AVERAGES OF THE SUMMARY VARIABLES;None;None;8;Right;Nominal;Input
COUNTRY_6;Numeric;8;2;Phone code;{1,00, USA}...;None;8;Right;Scale;Input
ZNES_ASUM_10;Numeric;8;2;Financial environment related with entrepreneurship (summary: block A);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_B1SUM_10;Numeric;8;2;Government concrete policies, priority and support (summary: B01, B02, B03);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_B2SUM_10;Numeric;8;2;Government policies bureaucracy, taxes (summary: B04, B05, B06, B07);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_CSUM_10;Numeric;8;2;Government programs (summary: block C);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_D1SUM_10;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (summary: D01, D02, D03);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_D2SUM_10;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (summary: D04, D05, D06);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_ESUM_10;Numeric;8;2;R&D level of transference (summary: block E);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_FSUM_10;Numeric;8;2;Professional and commercial infrastructure access (summary: block F);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_G1SUM_10;Numeric;8;2;Internal market dynamics (summary: G01, G02);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_G2SUM_10;Numeric;8;2;Internal market burdens (summary: G03, G04, G05, G06);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_HSUM_10;Numeric;8;2;Physical infrastructures and services access (summary: block H);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
ZNES_ISUM_10;Numeric;8;2;Cultural, social norms and society support (summary: block I);{-4,00, Very bad state}...;None;8;Right;Nominal;Input
NECI_VARS;Numeric;8;2;NECI VARIABLES (NECI = NATIONAL ENTREPRENEURSHIP CONTEXT COMPOSITE INDEX);None;None;8;Right;Nominal;Input
COUNTRY_7;Numeric;8;2;Phone code;{1,00, USA}...;None;8;Right;Scale;Input
IMPORTANCE_MEANS;Numeric;8;2;AVERAGE SCORE ON IMPORTANCE OF EACH EFC (AVERAGE WEIGHTS OF THE NECI INDEX first version);None;None;8;Right;Nominal;Input
W1_ASUM_MEAN10;Numeric;8;2;Average weight, influence or importance of financial environment related with entrepreneurship on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W2_B1SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of government concrete policies, priority and support on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W3_B2SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of government policies bureaucracy, taxes on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W4_CSUM_MEAN10;Numeric;8;2;Average weight, influence or importance of government programs on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W5_D1SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of entrepreneurial level of education at Primary and Secondary on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W6_D2SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of entrepreneurial level of education at Vocational, Professional, College and University on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W7_ESUM_MEAN10;Numeric;8;2;Average weight, influence or importance of R&D level of transference on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W8_FSUM_MEAN10;Numeric;8;2;Average weight, influence or importance of professional and commercial infrastructure access on this year's general status of national (regional, city) framework conditions;None;None;8;Right;Nominal;Input
W9_G1SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of internal market dynamics on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W10_G2SUM_MEAN10;Numeric;8;2;Average weight, influence or importance of internal market burdens on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W11_HSUM_MEAN10;Numeric;8;2;Average weight, influence or importance of physical infrastructures and services access on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W12_ISUM_MEAN10;Numeric;8;2;Average weight, influence or importance of cultural, social norms and society support on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
IMPORTANCE_STD;Numeric;8;2;STANDARD DEVIATIONS FOR AVERAGE WEIGHTS OF THE NECI INDEX first version;None;None;8;Right;Nominal;Input
W1_ASUM_STD10;Numeric;8;2;Standard deviation, influence or importance of financial environment related with entrepreneurship on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W2_B1SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of government concrete policies, priority and support on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W3_B2SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of government policies bureaucracy, taxes on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W4_CSUM_STD10;Numeric;8;2;Standard deviation, influence or importance of government programs on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W5_D1SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of entrepreneurial level of education at Primary and Secondary on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W6_D2SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of entrepreneurial level of education at Vocational, Professional, College and University on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W7_ESUM_STD10;Numeric;8;2;Standard deviation, influence or importance of R&D level of transference on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W8_FSUM_STD10;Numeric;8;2;Standard deviation, influence or importance of professional and commercial infrastructure access on this year's general status of national (regional, city) framework conditions;None;None;8;Right;Nominal;Input
W9_G1SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of internal market dynamics on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W10_G2SUM_STD10;Numeric;8;2;Standard deviation, influence or importance of internal market burdens on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W11_HSUM_STD10;Numeric;8;2;Standard deviation, influence or importance of physical infrastructures and services access on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
W12_ISUM_STD10;Numeric;8;2;Standard deviation, influence or importance of cultural, social norms and society support on this year's general status of national (regional, city...) framework conditions;None;None;8;Right;Nominal;Input
COMPOSITE_I;Numeric;8;2;NECI COMPOSITE INDEX, AVERAGE VALUES AND STANDARD DEVIATION;None;None;8;Right;Nominal;Input
NECI1_MEAN10;Numeric;8;2;NECI VERSION 1 (weighted by importances) Average score for the National Entrepreneurship Context Index in 10 points scale;None;None;8;Right;Nominal;Input
NECI1_STD10;Numeric;8;2;NECI VERSION 1 (weighted by importances) Standard deviation for the National Entrepreneurship Context Index in 10 points scale;None;None;8;Right;Nominal;Input
NECI2_MEAN10;Numeric;8;2;NECI VERSION 2 (weighted using regression coeficients) Average score for the National Entrepreneurship Context Index in 10 points scale;None;None;8;Right;Nominal;Input
NECI2_STD10;Numeric;8;2;NECI VERSION 2 (weighted using regression coefficients) Standard deviation for the National Entrepreneurship Context Index in 10 points scale;None;None;8;Right;Nominal;Input
NECI3_MEAN10;Numeric;8;2;FINAL NECI VERSION 3 NOT WEIGHTED mean;None;None;8;Right;Scale;Input
NECI3_STD10;Numeric;8;2;FINAL NECI VERSION 3 NOT WEIGHTED standard deviation;None;None;8;Right;Scale;Input
OPENEDQ;Numeric;8;2;OPENED QUESTIONS: % OF RESPONSES FOR EACH TOPIC;None;None;8;Right;Nominal;Input
CONSTRAINS;String;1;0;% OF CITED CONSTRAINS (MULTIRESPONSE VARIABLES);None;None;11;Left;Nominal;Input
COUNTRY_8;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
CFS;Numeric;8;2;Constrains Financial support;None;None;8;Right;Nominal;Input
CGPL;Numeric;8;2;Constrains Government policies;None;None;8;Right;Nominal;Input
CGPR;Numeric;8;2;Constrains Government programs;None;None;8;Right;Nominal;Input
CET;Numeric;8;2;Constrains E&T;None;None;8;Right;Nominal;Input
CRD;Numeric;8;2;Constrains R&D transfer;None;None;8;Right;Nominal;Input
CCPI;Numeric;8;2;Constrains Commercial Infrastructure;None;None;8;Right;Nominal;Input
CMKO;Numeric;8;2;Constrains Internal Market Openess;None;None;8;Right;Nominal;Input
CPIA;Numeric;8;2;Constrains Physical Infrastructure Access;None;None;8;Right;Nominal;Input
CCSN;Numeric;8;2;Constrains Cultural & Social Norms;None;None;8;Right;Nominal;Input
CEC;Numeric;8;2;Constrains Capacity for Entrepreneurship;None;None;8;Right;Nominal;Input
CECCL;Numeric;8;2;Constrains Economic climate;None;None;8;Right;Nominal;Input
CWFF;Numeric;8;2;Constrains Work Force Features;None;None;8;Right;Nominal;Input
CPPC;Numeric;8;2;Constrains Perceived Population Composition;None;None;8;Right;Nominal;Input
CPIS;Numeric;8;2;Constrains Political, Institutional and Social Context;None;None;8;Right;Nominal;Input
CECR;Numeric;8;2;Constrains Economic Crisis;None;None;8;Right;Nominal;Input
CCOR;Numeric;8;2;Constrains Corruption;None;None;8;Right;Nominal;Input
CDP;Numeric;8;2;Constrains Different performing of small, medium and large companies;None;None;8;Right;Nominal;Input
CINT;Numeric;8;2;Constrains Internationalization;None;None;8;Right;Nominal;Input
CLCO;Numeric;8;2;Constrains Labor costs, access and regulation;None;None;8;Right;Nominal;Input
CINF;Numeric;8;2;Constrains Information: all responses related to this issue;None;None;8;Right;Nominal;Input
COTH;Numeric;8;2;Constrains other, don't know;None;None;8;Right;Nominal;Input
SUPPORTS;String;1;0;% OF CITED SUPPORTS (MULTIRESPONSE VARIABLES);None;None;10;Left;Nominal;Input
COUNTRY_9;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
SFS;Numeric;8;2;Supports Financial support;None;None;8;Right;Nominal;Input
SGPL;Numeric;8;2;Supports Government policies;None;None;8;Right;Nominal;Input
SGPR;Numeric;8;2;Supports Government programs;None;None;8;Right;Nominal;Input
SET;Numeric;8;2;Supports E&T;None;None;8;Right;Nominal;Input
SRD;Numeric;8;2;Supports R&D transfer;None;None;8;Right;Nominal;Input
SCPI;Numeric;8;2;Supports Commercial Infrastructure;None;None;8;Right;Nominal;Input
SMKO;Numeric;8;2;Supports Internal Market Openess;None;None;8;Right;Nominal;Input
SOIA;Numeric;8;2;Supports Physical Infrastructure Access;None;None;8;Right;Nominal;Input
SCSN;Numeric;8;2;Supports Cultural & Social Norms;None;None;8;Right;Nominal;Input
SEC;Numeric;8;2;Supports Capacity for Entrepreneurship;None;None;8;Right;Nominal;Input
SECCL;Numeric;8;2;Supports Economic climate;None;None;8;Right;Nominal;Input
SWFF;Numeric;8;2;Supports Work Force Features;None;None;8;Right;Nominal;Input
SPPC;Numeric;8;2;Supports Perceived Population Composition;None;None;8;Right;Nominal;Input
SPIS;Numeric;8;2;Supports Political, Institutional and Social Context;None;None;8;Right;Nominal;Input
SECR;Numeric;8;2;Supports Economic Crisis;None;None;8;Right;Scale;Input
SCOR;Numeric;8;2;Supports Corruption;None;None;8;Right;Scale;Input
SDP;Numeric;8;2;Supports Different performing of small, medium and large companies;None;None;8;Right;Scale;Input
SINT;Numeric;8;2;Supports Internationalization;None;None;8;Right;Scale;Input
SLCO;Numeric;8;2;Supports Labor costs, access and regulation;None;None;8;Right;Scale;Input
SINF;Numeric;8;2;Supports Information: all responses related to this issue;None;None;8;Right;Scale;Input
SOTH;Numeric;8;2;Supports other, don't know;None;None;8;Right;Nominal;Input
RECOM;String;1;0;% OF CITED RECOMMENDATIONS (MULTIRESPONSE VARIABLES);None;None;8;Left;Nominal;Input
COUNTRY_10;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
RFS;Numeric;8;2;Recommended Financial support;None;None;8;Right;Nominal;Input
RGPL;Numeric;8;2;Recommended Government policies;None;None;8;Right;Nominal;Input
RGPR;Numeric;8;2;Recommended Government programs;None;None;8;Right;Nominal;Input
RET;Numeric;8;2;Recommended E&T;None;None;8;Right;Nominal;Input
RRD;Numeric;8;2;Recommended R&D transfer;None;None;8;Right;Nominal;Input
RCPI;Numeric;8;2;Recommended Commercial Infrastructure;None;None;8;Right;Nominal;Input
RMKO;Numeric;8;2;Recommended Internal Market Openess;None;None;8;Right;Nominal;Input
ROIA;Numeric;8;2;Recommended Physical Infrastructure Access;None;None;8;Right;Nominal;Input
RCSN;Numeric;8;2;Recommended Cultural & Social Norms;None;None;8;Right;Nominal;Input
REC;Numeric;8;2;Recommended Capacity for Entrepreneurship;None;None;8;Right;Nominal;Input
RECCL;Numeric;8;2;Recommended Economic climate;None;None;8;Right;Nominal;Input
RWFF;Numeric;8;2;Recommended Work Force Features;None;None;8;Right;Nominal;Input
RPPC;Numeric;8;2;Recommended Perceived Population Composition;None;None;8;Right;Nominal;Input
RPIS;Numeric;8;2;Recommended Political, Institutional and Social Context;None;None;8;Right;Nominal;Input
RECR;Numeric;8;2;Recommended Economic Crisis;None;None;8;Right;Scale;Input
RCOR;Numeric;8;2;Recommended Corruption;None;None;8;Right;Scale;Input
RDP;Numeric;8;2;Recommended Different performing of small, medium and large companies;None;None;8;Right;Scale;Input
RINT;Numeric;8;2;Recommended Internationalization;None;None;8;Right;Scale;Input
RLCO;Numeric;8;2;Recommended Labor costs, access and regulation;None;None;8;Right;Scale;Input
RINF;Numeric;8;2;Recommended Information: all responses related to this issue;None;None;8;Right;Scale;Input
ROTH;Numeric;8;2;Recommended other, don't know;None;None;8;Right;Nominal;Input
MEANS9;String;1;0;AVERAGE (MEAN) VALUE FOR EACH PARTICIPATING COUNTRY OR REGION IN GEM 2012 OF THE FOLLOWING VARIABLES:;None;None;6;Left;Nominal;Input
COUNTRY_11;Numeric;8;2;Phone code;{1,00, USA}...;None;8;Right;Scale;Input
NES_INQ_MEAN9;Numeric;8;2;How do you perceive the current overall state of your country’s (name of the country, region, city…) context for entrepreneurs or set of framework conditions that are facing entrepreneurs to develop their activities:;{1,00, Extremelly bad conditions}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A01_MEAN9;Numeric;8;2;In my country, there is sufficient equity funding available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A02_MEAN9;Numeric;8;2;In my country, there is sufficient debt funding available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A03_MEAN9;Numeric;8;2;In my country, there are sufficient government subsidies available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_A04_MEAN9;Numeric;8;2;In my country, there is sufficient funding available from informal investors (family, friends and colleagues) who are private individuals (other than founders) for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_A05_MEAN9;Numeric;8;2;In my country, there is sufficient funding available from professional Business Angels for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_A06_MEAN9;Numeric;8;2;In my country, there is sufficient funding available from venture capitalists for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_A07_MEAN9;Numeric;8;2;In my country, there is sufficient funding available through initial public offerings (IPOs) for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A08_MEAN9;Numeric;8;2;In my country, there is sufficient funding available through private lenders' funding (crowdfunding) available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B01_MEAN9;Numeric;8;2;In my country, Government policies (e g , public procurement) consistently favor new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;6;Right;Scale;Input
NES_B02_MEAN9;Numeric;8;2;In my country, the support for new and growing firms is a high priority for policy at the national government level;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_B03_MEAN9;Numeric;8;2;In my country, the support for new and growing firms is a high priority for policy at the local government level;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_B04_MEAN9;Numeric;8;2;In my country, new firms can get most of the required permits and licenses in about a week;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B05_MEAN9;Numeric;8;2;In my country, the amount of taxes is NOT a burden for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;6;Right;Scale;Input
NES_B06_MEAN9;Numeric;8;2;In my country, taxes and other government regulations are applied to new and growing firms in a predictable and consistent way;{1,00, Completely false}...;97,00, 98,00, 99,00;7;Right;Scale;Input
NES_B07_MEAN9;Numeric;8;2;In my country, coping with government bureaucracy, regulations, and licensing requirements it is not unduly difficult for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C01_MEAN9;Numeric;8;2;In my country, a wide range of government assistance for new and growing firms can be obtained through contact with a single agency;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_C02_MEAN9;Numeric;8;2;In my country, science parks and business incubators provide effective support for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_C03_MEAN9;Numeric;8;2;In my country, there are an adequate number of government programs for new and growing businesses;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_C04_MEAN9;Numeric;8;2;In my country, the people working for government agencies are competent and effective in supporting new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_C05_MEAN9;Numeric;8;2;In my country, almost anyone who needs help from a government program for a new or growing business can find what they need;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_C06_MEAN9;Numeric;8;2;In my country, Government programs aimed at supporting new and growing firms are effective;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D01_MEAN9;Numeric;8;2;In my country, teaching in primary and secondary education encourages creativity, self-sufficiency, and personal initiative;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D02_MEAN9;Numeric;8;2;In my country, teaching in primary and secondary education provides adequate instruction in market economic principles;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D03_MEAN9;Numeric;8;2;In my country, teaching in primary and secondary education provides adequate attention to entrepreneurship and new firm creation;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D04_MEAN9;Numeric;8;2;In my country, Colleges and universities provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D05_MEAN9;Numeric;8;2;In my country, the level of business and management education provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_D06_MEAN9;Numeric;8;2;In my country, the vocational, professional, and continuing education systems provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_E01_MEAN9;Numeric;8;2;In my country, new technology, science, and other knowledge are efficiently transferred from universities and public research centers to new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_E02_MEAN9;Numeric;8;2;In my country, new and growing firms have just as much access to new research and technology as large, established firms;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_E03_MEAN9;Numeric;8;2;In my country, new and growing firms can afford the latest technology;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_E04_MEAN9;Numeric;8;2;In my country, there are adequate government subsidies for new and growing firms to acquire new technology;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
NES_E05_MEAN9;Numeric;8;2;In my country, the science and technology base efficiently supports the creation of world-class new technology-based ventures in at least one area;{1,00, Completely false}...;97,00, 98,00, 99,00;13;Right;Scale;Input
